OBJECTID,sa1no,metroariac,metroarian,ma_edu,ma_edu_n,ma_fpost,ma_fpost_n,ma_hlth,ma_hlth_n,ma_ptrans,ma_ptransn,ma_shop,ma_shop_n,ucl_code,ucl_name,Shape_Leng,Shape_Area,Suburb_Name
18586,30101100436,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.016532584,1.18759E-05,Capalaba
18587,30101100437,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.044383126,0.000103439,Capalaba
18588,30101100438,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.020883875,1.52882E-05,Capalaba
18589,30101100439,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.016386554,1.79397E-05,Capalaba
18590,30101100440,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019957501,1.5059E-05,Capalaba
18591,30101100441,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.023754772,2.08476E-05,Capalaba
18592,30101100442,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.032019124,3.83871E-05,Capalaba
18593,30101100443,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014472644,1.11835E-05,Capalaba
18594,30101100444,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.015705416,1.27513E-05,Capalaba
18595,30101100501,4,Low Accessibility,5,Limited Accessibility,5,Limited Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.030576392,4.23999E-05,Thorneside
18596,30101100502,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017435798,1.8064E-05,Thorneside
18597,30101100503,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016391674,1.42874E-05,Thorneside
18598,30101100504,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020952344,1.63352E-05,Thorneside
18599,30101100505,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020615612,2.21936E-05,Thorneside
18600,30101100506,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01270171,8.06396E-06,Thorneside
18601,30101100507,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018328015,1.62763E-05,Thorneside
18602,30101100508,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017978269,1.58574E-05,Thorneside
18603,30101100509,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.018924746,1.58952E-05,Thorneside
18604,30101100510,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.034556741,6.29508E-05,Thorneside
18605,30101100601,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.02609997,2.92114E-05,Wellington Point
18606,30101100602,3,Moderate Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.010653735,6.33903E-06,Wellington Point
18607,30101100603,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013437313,1.12864E-05,Wellington Point
18608,30101100604,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.052591106,5.9402E-05,Wellington Point
18609,30101100605,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.020704778,1.16819E-05,Wellington Point
18610,30101100606,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.032546282,5.8194E-05,Wellington Point
18611,30101100607,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018407835,1.49325E-05,Wellington Point
18612,30101100608,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.024085287,2.57147E-05,Wellington Point
18613,30101100609,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.026275931,3.34225E-05,Wellington Point
18614,30101100610,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013582272,1.07789E-05,Wellington Point
18615,30101100611,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016742045,1.59434E-05,Wellington Point
18616,30101100612,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.021657351,2.47622E-05,Wellington Point
18617,30101100613,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019616109,2.02675E-05,Wellington Point
18618,30101100614,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.028320308,3.92575E-05,Wellington Point
18619,30101100615,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.0383716,3.80006E-05,Wellington Point
18620,30101100616,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.02000923,2.36775E-05,Wellington Point
18621,30101100617,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.019417247,1.73649E-05,Wellington Point
18622,30101100618,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.035749492,6.04807E-05,Wellington Point
18623,30101100619,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.026952519,3.3536E-05,Wellington Point
18624,30101100620,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015644621,1.19654E-05,Wellington Point
18625,30101100621,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.023312804,3.1009E-05,Wellington Point
18626,30101100622,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017743182,1.22434E-05,Wellington Point
18627,30101100623,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.022731329,1.51343E-05,Wellington Point
18628,30101100624,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,301001,Brisbane,0.116621643,0.000256496,Wellington Point
18629,30102100701,3,Moderate Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,4,Low Accessibility,301001,Brisbane,0.012345959,8.23034E-06,Cleveland
18630,30102100702,3,Moderate Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.01799668,1.99051E-05,Cleveland
18631,30102100703,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017485561,1.89226E-05,Cleveland
18632,30102100704,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.03112766,4.69373E-05,Cleveland
18633,30102100705,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017879192,1.8707E-05,Cleveland
18634,30102100706,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.022043699,2.68612E-05,Cleveland
18635,30102100707,2,High Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016825601,1.41007E-05,Cleveland
18636,30102100708,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017226068,1.84004E-05,Cleveland
18637,30102100709,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.017081709,1.60211E-05,Cleveland
18638,30102100710,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.03683486,6.43399E-05,Cleveland
18639,30102100711,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017008296,1.81054E-05,Cleveland
18640,30102100712,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01679385,1.74973E-05,Cleveland
18641,30102100713,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.035272579,6.36748E-05,Cleveland
18642,30102100714,2,High Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.03296401,5.26547E-05,Cleveland
18643,30102100715,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.02837227,4.01862E-05,Cleveland
18644,30102100716,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.029915564,4.01977E-05,Cleveland
18645,30102100717,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.014207557,1.06934E-05,Cleveland
18646,30102100718,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01839788,2.02941E-05,Cleveland
18647,30102100719,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.026051455,3.2256E-05,Cleveland
18648,30102100720,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017275704,1.8792E-05,Cleveland
18649,30102100721,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022905262,2.30791E-05,Cleveland
18650,30102100722,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016566997,1.46977E-05,Cleveland
18651,30102100723,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.027664588,2.77116E-05,Cleveland
18652,30102100724,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.026311145,2.3749E-05,Cleveland
18653,30102100725,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.049099518,5.40379E-05,Cleveland
18654,30102100726,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016845134,1.74665E-05,Cleveland
18655,30102100727,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020145349,2.49547E-05,Cleveland
18656,30102100728,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.026701156,2.96155E-05,Cleveland
18657,30102100729,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,1,Very High Accessibility,4,Low Accessibility,4,Low Accessibility,301001,Brisbane,0.042648723,7.16459E-05,Cleveland
18658,30102100730,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017884389,1.94396E-05,Cleveland
18659,30102100731,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018341686,2.08231E-05,Cleveland
18660,30102100732,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020033652,2.15932E-05,Cleveland
18661,30102100733,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.0226405,2.90648E-05,Cleveland
18662,30102100734,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,5,Limited Accessibility,4,Low Accessibility,301001,Brisbane,0.037607991,2.24557E-05,Cleveland
18663,30102100735,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,5,Limited Accessibility,4,Low Accessibility,301001,Brisbane,0.033381905,4.51511E-05,Cleveland
18664,30102100736,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,5,Limited Accessibility,4,Low Accessibility,301001,Brisbane,0.033150049,3.0307E-05,Cleveland
18665,30102100737,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,4,Low Accessibility,301001,Brisbane,0.026034261,3.32555E-05,Cleveland
18666,30102100801,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019961427,2.40016E-05,Ormiston
18667,30102100802,4,Low Accessibility,5,Limited Accessibility,5,Limited Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.052986998,6.80911E-05,Ormiston
18668,30102100803,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019060819,1.71262E-05,Ormiston
